Unnamed: 0,frontUserName,frontUserAvatar,content,createTime,picList,commentReplyVO,memberLevel,appendCommentVO,star,itemId,color,size
98,海****心,https://yanxuan.nosdn.127.net/4f5b16d28f29bc48e14a790207b67b5e,不错不错不错,1547336587536,['https://yanxuan.nosdn.127.net/93a2fb7b6d756bfebc918c53a9057c4a.jpg'],,6,,5,1616018,黑色,75A
99,1****5,,笫二次买了很不错。,1543658694123,['https://yanxuan.nosdn.127.net/3b6e797a38032ed1b5c707e2bc250d2a.jpg'],,5,,5,1616018,黑色,80B
100,g****r,https://yanxuan.nosdn.127.net/b49c881a1ec0f21a49184764e233d13e,看评价很好，严选的东西一直有保证,1542111600153,['https://yanxuan.nosdn.127.net/9317e13241c34ec5b092d7f2f23b2551.jpg'],,4,,5,1616018,黑色,80B
101,A****5,https://yanxuan.nosdn.127.net/f16717ed8074b53099a67fff3fa88284,很柔软,1541754942037,['https://yanxuan.nosdn.127.net/fe0d9f5bbcd82d6247e8597f9c9313cd.jpg'],,6,,5,1616018,黑色,85B
102,L****n,https://yanxuan.nosdn.127.net/3bc6b0142b9cf926c39271315c09fc0a.jpg,舒适，不错的,1540395718795,['https://yanxuan.nosdn.127.net/c6cf28190c5d66db23a38d73f29d9e8d.jpg'],,5,,5,1616018,深杏色,80B
103,m****3,,,1539581848678,['https://yanxuan.nosdn.127.net/187a68d17d0c68762bed9a9b61cee584.jpg'],,5,,5,1616018,深杏色,80B
104,淸****,http://yanxuan.nosdn.127.net/5aa584743912d5edbb65f136ec2f5415,"质量还不错，就是自己其实
应该买薄款",1539046082599,['https://yanxuan.nosdn.127.net/73123075d186895c743e65c6c1da24be.jpg'],,3,,5,1616018,黑色,80B
105,j****t,,罩杯有着厚的那种哈哈哈,1571148717247,[],,3,,5,1616018,黑色,85B
106,汤****,https://yanxuan.nosdn.127.net/5cd8d4e3d219858f1ce3f008af018258,舒适，准备再下单回购,1571115365791,[],,4,,5,1616018,深杏色,75B
107,汐****,https://yanxuan.nosdn.127.net/e79c747a2498001f62b38683dd65a4d3,说实话，不大贴合胸型,1573206552996,[],,4,,3,1616018,黑色,80B
108,m****0,https://yanxuan.nosdn.127.net/3a590ba2cff10c9483800bf097ab4856.jpg,质量非常好，手感肤感舒服！,1569591683134,[],,5,,5,1616018,深杏色,80C
109,n****6,https://yanxuan.nosdn.127.net/07396dd9836bfe2b6bb65b6ae7b6b929.jpg,不错哦。照着提供的尺码表买的合适。穿着舒服，不会移位也不会空杯，很好。,1570841166794,[],,4,,5,1616018,黑色,75B
110,紫****铃,https://yanxuan.nosdn.127.net/c5cfdb0049506ac150ea5577a6158c83,比有钢圈的舒服太多啦！但是能够很好的支撑。面料柔软舒适，聚拢效果很好。,1538810704768,[],"{'id': 20236447, 'replyContent': '感谢您的好评为严选带来激情与活力，您的好评不仅给我们带来了快乐，还极大增强了我们的自信。为了您，严选每时每刻勇往直前，渴望得到您的青睐与赏识，感谢您对严选的支持！', 'createTime': '2018-10-06 17:07:06'}",5,,5,1616018,黑色,80B
111,P****s,http://yanxuan.nosdn.127.net/bfe0edcf5c796423b9e2618c2c16535f,买的第二件内衣了，终于买到合适的了，有活动时还会继续买,1552399572964,[],,4,"{'id': 75848580, 'createTime': 1555217446408, 'content': '初试很满意，但是穿久了缺点就暴漏出来了，太厚了，买了两件现在都不怎么穿了，需要寻找别款了', 'picList': [], 'commentReplyVO': None}",5,1616018,深杏色,75A
112,f****a,https://yanxuan.nosdn.127.net/3d894697938e71e308bfe596cf2813b1.jpg,聚拢效果明显,1572141209539,[],,4,,5,1616018,深杏色,75C
113,1****6,,胸围是有点偏小，挺紧的准备用扩展片吧，这款属于调整型文胸，穿上效果很好，满意。,1569471684725,[],,3,,5,1616018,深杏色,75C
114,1****2,,严选，值得信赖的，产品质量有保障，售后服务好，现在很多东西都是严选买的，很满意！,1571471518330,[],,6,,5,1616018,黑色,75B
115,奕****n,http://yanxuan.nosdn.127.net/edc885b6a68fdd8e79a975d593334a4a,很贴身很舒服😌 怎么说呢，性价比超高，打算再买，感觉自己深度入坑 但又很开心,1564975742326,[],,3,,5,1616018,深杏色,80C
116,贤****,http://yanxuan.nosdn.127.net/f7211359eae4337d2fe12bc3cac78f2c,太舒服了，感觉就像没穿衣服，看的评价买的，选了比平时大一号的，但是穿上有点宽松，建议还是按平时穿的尺码来买！,1571279721202,[],,3,,5,1616018,黑色,80B
117,m****1,,还可以，应该是冬天穿可以。以前买过薄的那款，挺好的。舒适度可以，总之不错,1572523961684,[],,4,,5,1616018,深杏色,85C
118,1****9,https://yanxuan.nosdn.127.net/d999d6ed3bd03f93b56b5601f0caf50c.jpg,非常满意！看上去很好，手感也非常好，很丝滑，等清洗干净穿了之后再来追评。,1567780064183,[],,4,,5,1616018,深杏色,75C
119,好****人,http://tva4.sinaimg.cn/crop.0.0.640.640.180/a13247fcjw8eim0qyd5o9j20hs0hsq4h.jpg,质量挺好 塑形不错 看了评价买了80 平时都是75 如果罩杯厚度再薄一些会更好,1566885931942,[],,3,,5,1616018,深杏色,80C
120,1****0,,美美哒！到货马上试穿了一下面料很舒服，也合身第一次在严选购物下次继续会光顾,1569406830222,[],,3,,5,1616018,深杏色,75B
121,1****0,,这个必须好评，买了几次妹子，这次最合适了，胸部收的太漂亮了，生完小孩后明显下垂，只能穿这种了，特别满意,1571349892502,[],,5,,5,1616018,黑色,75B
122,o****o,http://tva1.sinaimg.cn/crop.0.0.720.720.180/6e18efc1jw8ewy7owm6laj20k00k03zo.jpg,没有肤色了没有😭，很舒服，虽然还是有些空杯（胸小找谁说理去。。。。）但是已经很久没有买到过这么舒适的内衣了。强烈要求肤色补货！！,1571210990071,[],,6,,5,1616018,黑色,80A
123,m****4,,第二次买了，一次尺寸买错了，要买大一号的。聚拢效果很好很满意，也没有钢圈的不舒服,1561182277964,[],,4,,5,1616018,深杏色,80C
124,m****4,,第二次买了，一次尺寸买错了，要买大一号的。聚拢效果很好很满意，也没有钢圈的不舒服,1561182273730,[],,4,,5,1616018,黑色,80C
125,1****0,https://yanxuan.nosdn.127.net/1c7e0bd51c6f782ef88a3878e2ab52bc.jpg,一如严选一贯的品质……不仅不会失望，总是给你惊喜……面料太舒服了,1571663732259,[],,5,,5,1616018,深杏色,80B
126,1****6,https://yanxuan.nosdn.127.net/e492167181d52d8ca405e3e48f0b73b1.jpg,已经囤货好几个了，真心好用，包裹的效果特别好，就是稍许厚了些，夏天用估计会闷热。,1559616965466,[],,5,,5,1616018,黑色,75B
127,鱼****果,https://yanxuan.nosdn.127.net/fb1ec4ce768bf80a1af69d072c61abf7,不是很舒服呢，聚拢的有点儿难受,1572929579719,[],,5,,5,1616018,黑色,80A
128,1****8,https://yanxuan.nosdn.127.net/acfb4b94aee315a44d2e8b929d6791d3.jpg,还没有穿，但是感觉这个衣服挺紧的，应该是偏小看之前评价也是偏小。,1564670389018,[],,6,,5,1616018,黑色,80C
129,唐****艳,http://yanxuan.nosdn.127.net/78fb0eb715efc9f3ccf999e85f9411f8,买了一个试了一下，聚拢效果特别好，穿起来也舒服，毫不犹豫的再买一件另外的颜色,1561127902262,[],,3,,5,1616018,深杏色,75C
130,Z****S,http://yanxuan.nosdn.127.net/e4f0b95e792e37ce0451d6546f4a9d63,之前买了一个，拿到后立即回购四个，可见多么好！穿过这个旧的都可以扔了！,1557407237438,[],,6,,5,1616018,深杏色,85C
131,1****8,https://yanxuan.nosdn.127.net/d364cddd3f63e2b4ba84d8852f9225da.jpg,这款内衣不错，上次买没我的码买大了一码这次终于买到合适的了,1560857180711,[],,5,,5,1616018,深杏色,75A
132,张****摆,https://yanxuan.nosdn.127.net/60112d6ad6c914f9ccd8240bd7713709.jpg,罩杯有点外翘，挤一下,1571028002582,[],,5,,5,1616018,黑色,85B
133,1****2,,严选，品质保证，性价比高，服务快，很满意的，一入严选深似海，值得的！！！,1568549596134,[],,6,,5,1616018,黑色,85C
134,复****柔,http://yanxuan.nosdn.127.net/d91c36e5f860c8afb8ef2c2de27b4444,"做工非常好，全新原装机，非常喜欢，G的CPU果然是快。,没想到，严选无条件给换啦，呵呵",1557133787605,[],,6,,5,1616018,黑色,75B
135,蝶****花,http://wx.qlogo.cn/mmopen/oo448DNZ8n78MN6gNxiaYhpqocmF6Feg5xRANwVfb7AXT3ic7705s12pxonILPulxAqhFBwM6ZfgkEzX2tLWr1e5NyZDwE4Q4f/0,是我穿过的最舒服的文胸，聚拢效果好，不空杯，弹性好，这个颜色很有格调，准备再入手一件。,1560402303258,[],,5,,5,1616018,深杏色,85B
136,蝶****花,http://wx.qlogo.cn/mmopen/oo448DNZ8n78MN6gNxiaYhpqocmF6Feg5xRANwVfb7AXT3ic7705s12pxonILPulxAqhFBwM6ZfgkEzX2tLWr1e5NyZDwE4Q4f/0,是我穿过的最舒服的文胸，聚拢效果好，不空杯，弹性好，准备再入手一件。,1560402254239,[],,5,,5,1616018,黑色,85B
137,徐****年,https://yanxuan.nosdn.127.net/d51d9cb4481452bce5b184829196b942.jpg,商品质量非常好 揉揉的 软软的 家里人很喜欢 感谢严选 下次还会回购的 也会推荐朋友购买,1557144568397,[],,6,,5,1616018,深杏色,80A
138,1****0,,多次购买了，喜欢喜欢，一直相信严选，C杯是薄的，AB是厚的，买的时候看好了,1555802368871,[],,6,,5,1616018,深杏色,85C
139,1****0,,多次购买了，喜欢喜欢，一直相信严选，C杯是薄的，AB是厚的，买的时候看好了,1555802354476,[],,6,,5,1616018,黑色,85C
140,B****n,http://yanxuan.nosdn.127.net/21882fe87d2347ba68393f72549a3e20,内衣尺码合适，无钢圈设计很好的保护了身体，很舒服，拍在购物车坐等降价再入手，哈哈哈,1556434103650,[],,4,,5,1616018,深杏色,85C
141,1****4,https://yanxuan.nosdn.127.net/86ccf46fee3be6a6c2e2a7e88fd417f5.jpg,"平时75c,看评论选了80c，还是应该按照平时码买的，有点大。料子不错叩紧点能穿",1557807653958,[],,5,,5,1616018,深杏色,80C
142,C****藝,http://tva1.sinaimg.cn/crop.0.0.180.180.180/6e56fcb8jw1e8qgp5bmzyj2050050aa8.jpg,下水后有一股刺鼻的气味，像似胶烧焦后的气味，实在太难受了，试问这样能穿在身上吗？我也算是严选忠诚粉了，这次真让人失望了,1569993769183,[],,3,,2,1616018,黑色,75A
143,1****6,https://yanxuan.nosdn.127.net/6a25a1e8cfc8344e82eec036763f5993.jpg,确实很聚拢，也不厚…平时穿80B、85B（80B居多）这次买的85B，很合适。,1557971335859,[],,5,,5,1616018,深杏色,85B
144,1****6,https://yanxuan.nosdn.127.net/6a25a1e8cfc8344e82eec036763f5993.jpg,确实很聚拢，也不厚…平时穿80B、85B（80B居多）这次买的85B，很合适。,1557971333626,[],,5,,5,1616018,黑色,85B
145,1****7,,质量不错，唯一的遗憾是鞋子偏瘦,1569330013120,[],,3,,5,1616018,黑色,75A
146,1****7,,买了个黑色的，洗了两遍了，文胸还是有点气味的，晾一段时间再用,1568684909319,['https://yanxuan.nosdn.127.net/5c961467d34797f173d6005930a1baf2.jpg'],,4,,5,1616018,黑色,80C
147,z****3,http://nos.netease.com/mail-online/02f798e359853fe0224eafc16b871d2b/mail180x180.jpg,买贵了，买贵了买贵了，买贵了买贵了买贵了，哭了,1568881626757,[],,4,,3,1616018,黑色,80C
148,1****6,https://yanxuan.nosdn.127.net/00637a4e7354d01137b75b3b1406b6a1.jpg,这个真的实在是太舒服了，把我以前的都不要了，希望能再搞活动，还要多买几个,1554512947486,[],,5,,5,1616018,深杏色,80C
149,美****,,睡衣聚拢效果很好，就是有点厚，夏天穿着会有点热，若后围弄成透气那种就完美了,1555377502606,[],,4,,5,1616018,深杏色,75A
150,m****1,,超级舒服一件内衣，聚拢效果也好，再买一件黑色的。省钱了不用再去买大品牌的内衣了,1552962903967,[],,6,,5,1616018,深杏色,80B
151,z****3,http://nos.netease.com/mail-online/02f798e359853fe0224eafc16b871d2b/mail180x180.jpg,价格跳水，哭了，我的人民币，什么使用优惠券不适用保价，垃圾,1568881477440,[],,4,,3,1616018,深杏色,80B
152,海****,http://thirdqq.qlogo.cn/qqapp/101330628/E2DAB1A628C83388ED4E1EEE8F5A2DD6/100,穿上很舒服，可能上身有点胖，有点紧，穿穿估计就好了。整体不错，还会再买。,1555425109376,[],,5,,5,1616018,深杏色,75B
153,d****9,https://yanxuan.nosdn.127.net/583c566516e97737a17905b76d0e9667.jpg,降价了，补仓囤货,1570016836657,[],,5,,5,1616018,深杏色,85C
154,m****0,,之前买了2条，现在买了3条，很好穿，就认定它了，无钢圈。舒服,1569469618942,[],,5,,5,1616018,深杏色,75C
155,m****0,,之前买了2条，现在买了3条，很好穿，就认定它了，无钢圈。舒服,1569469614535,[],,5,,5,1616018,黑色,75C
156,冷****,http://q.qlogo.cn/qqapp/101330628/C68FC02D1C54CC0F7E87FE1BE05398A9/100,代人购入，反馈: 真厚~~，挺聚拢的，肩带还是会滑落，更适合冬季，夏天会很热,1551668742002,[],,5,,4,1616018,深杏色,85B
157,m****8,,第一次尝试无钢圈内衣、效果太好了、比之前买的200多的都要好、推荐！,1564752293193,[],,4,,5,1616018,深杏色,75C
158,静****,http://yanxuan.nosdn.127.net/e7917f4282d916bda5a3a93fbce0b036,超赞超赞，手感非常好。刚好在优衣库买的同类型，品质没有严选好，真的。以后要经常光顾严选。,1552795232229,[],,4,,5,1616018,深杏色,80C
159,袁****,,品质很好，有大牌风范，就是尺码要选大一码的才行。,1567914075306,[],,5,,5,1616018,深杏色,85C
160,1****5,,这款内衣的聚拢效果比之前在严选买的另外一款效果好很多很多，所以买完黑色我又回购了裸色,1555198906061,[],,6,,5,1616018,深杏色,85B
161,1****5,,不错，质量很好，很舒服，大小也合适，就是价格变化挺大，买了就涨价了，等下次降价再买一件,1550282145688,[],,5,,5,1616018,黑色,75B
162,1****0,,文胸聚拢性很好，材质很柔软，最重要的是没有压迫感，洗后也没变形。又回购了一件浅色的。,1554902398865,[],,6,,5,1616018,黑色,80C
163,1****5,,抱着试一试的心态买的，严选没有让人失望啊，很棒！,1571369069513,[],,2,,5,1616018,黑色,75B
164,Z****S,http://yanxuan.nosdn.127.net/e4f0b95e792e37ce0451d6546f4a9d63,之前买了一个杏色，拿到后立即回购四个，杏色黑色各两个，可见多么好！旧的都可以扔了！,1557407322404,[],,6,,5,1616018,黑色,85C
165,一****,http://yanxuan.nosdn.127.net/e8c6e7a06eb18001aaa3e682ed584abf,非常好穿，超出预期，聚拢效果特别赞，还能收副乳，厉害了，准备再入一件,1557655379956,[],,6,,5,1616018,深杏色,80C
166,琦****,http://yanxuan.nosdn.127.net/c0bbbfa3ef1ff0464bea1a323c5fd91a,系统默认好评,1563215966347,[],,5,"{'id': 92597247, 'createTime': 1567947298168, 'content': '这款穿上很不舒服，比带钢圈的内衣还要勒，乳根有压迫感，但前半部分还空杯，包裹效果差', 'picList': [], 'commentReplyVO': None}",2,1616018,黑色,80B
167,1****4,,整体还可以的，质量还行，不过有点空杯，可能码数没选好,1568619182509,[],,4,,5,1616018,黑色,75A
168,1****3,,试穿了一下，还不错。比在优衣库买的同价位无钢圈内衣塑形效果好，比较舒适。用一段时间再来评价！,1556505004133,[],,5,,4,1616018,深杏色,85B
169,1****9,,对于我来说这个有些厚，我喜欢那种薄一些的，只能冬天穿了,1572535136346,[],,4,,5,1616018,黑色,75B
170,1****0,,自己穿了觉得好，推荐给同事，代她买的，她说挺好的,1568208813816,[],,5,,5,1616018,深杏色,75B
171,袁****,,尺码比一般的品牌要小一号，所以购买时要选一码的,1568177657742,[],,5,,5,1616018,深杏色,80B
172,w****0,,选C杯有点点空，B杯又是厚型的。很舒服，又有聚拢调整型的效果，很棒！又追加了黑色的,1555382498744,[],,6,,5,1616018,深杏色,85C
173,遇****,https://yanxuan.nosdn.127.net/7629be740cf413de08f65ecdeca81223,没有人家评价的那么好，懒得退了,1567990651261,[],,5,,5,1616018,黑色,80B
174,c****u,https://yanxuan.nosdn.127.net/103d972809e059e8bfd57c7c068b1738.jpg,这次下胸围买大了一码，仍然略紧。很厚，聚拢效果倒还好。,1565679377554,[],,4,,3,1616018,深杏色,80B
175,m****4,http://yanxuan.nosdn.127.net/7214d979436fbd364c1d41637b204db7.JPG,回头客！很满意，现在已经超爱上网易了，包装好，质量好，服务好！😄,1564277368244,[],,6,,5,1616018,黑色,80A
176,1****8,,内衣穿着真心不错，很舒服，要是多点颜色就更好了，可以多选几套换着穿,1547803065290,[],,3,,5,1616018,深杏色,75A
177,棉****糖,http://yanxuan.nosdn.127.net/04b721a9f80cb703a022546d93666282,穿着很舒适但是没想到穿一次就起边了 看着好像是胶水粘接的,1564841404170,"['https://yanxuan.nosdn.127.net/332e6f4a86d234ca3b548b0679625cc8.jpg', 'https://yanxuan.nosdn.127.net/a3903be802172dc7d84cad7dd89ee814.jpg', 'https://yanxuan.nosdn.127.net/3ea4a3b0c68eb3a46c8624e2cc8927e1.jpg']",,3,,2,1616018,黑色,85C
178,1****8,,买了两次了两点颜色，整体的型特别收，穿着比较舒服,1573261344969,[],,4,,5,1616018,黑色,75C
179,1****7,,包裹不是很好,1564883506962,[],,3,,5,1616018,深杏色,85C
180,王****静,http://yanxuan.nosdn.127.net/50bc3acec8c0872fd8dcb48c9cd24073,颜色略显老气，材质还是不错的，不适合天气热时穿，适合胖美人，收拢效果不错,1552142612295,[],,5,,5,1616018,深杏色,85C
181,l****2,https://yanxuan.nosdn.127.net/e0da5971ed390dab3373323d65b34bcb.jpg,买过黑色，好穿，再来一个颜色，舒服好穿，聚拢效果好,1573084267523,[],,5,,5,1616018,深杏色,75C
182,J****H,https://yanxuan.nosdn.127.net/5a6ed8112dc756d17972781a21606e75,打开包装味道很大，类似油漆味。另外是带垫高的，事先没了解～整体而言，还行吧，洗的时候泡沫难去除。希望网易坚持初心，毕竟我上次退了一次，这次不好意思退了而已,1567120472711,[],,5,,5,1616018,黑色,85B
183,1****7,,非常好呢，由于胸小，买不到合适的，肩带不下滑是最棒的，哈哈,1555494062646,[],,3,,5,1616018,深杏色,80B
184,哎****泡,http://yanxuan.nosdn.127.net/55d6a4ffd879ce92186aab89900691ab,我一般都不评论  但我这次真忍不住想说  太TM好穿了吧  这是内衣？！,1551970487195,[],,3,,5,1616018,深杏色,75C
185,1****1,,尺寸确实比正常小一码，其他很棒，太舒服了，再下单一个,1566397264788,[],,4,,5,1616018,深杏色,75C
186,m****0,https://yanxuan.nosdn.127.net/3a590ba2cff10c9483800bf097ab4856.jpg,没注意，原来 B杯是厚款，胸更大了，不太适合。,1569121768215,[],,5,,5,1616018,深杏色,80B
187,1****0,,严选的品质就是好   这款文胸很喜欢  跟商品介绍完全符合  刚买了款深杏色的  再加买一黑色的去,1560572979372,[],,2,,5,1616018,深杏色,80A
188,n****d,,尺码偏小，换货了。,1565078630262,[],,5,,5,1616018,深杏色,75B
189,拍****子,https://yanxuan.nosdn.127.net/ea75b004b31e2c2cb555dd2ec0fb4def.jpg,"东西质量不错，样式也好，有弹力，给下面的MM做个参考，买小了，再买两件,真是很值得哦 什么都很好",1553338485377,[],,6,,5,1616018,深杏色,75B
190,水****,https://yanxuan.nosdn.127.net/4ed7aee8946e931536be83a527a85b57.jpg,咨询客服后买了大一码，穿起来确实舒适包容性很好，准备再购黑色的。75c，买的是80c合适，供参考。,1565970868015,[],,4,,5,1616018,深杏色,80C
191,1****8,,"169买的，刚收到货就降价60,有点黑",1567828993553,['https://yanxuan.nosdn.127.net/c42caf770f40b17ac73b2790d21d83a3.jpg'],"{'id': 20336862, 'replyContent': '看到您的评论，小选很理解您的心情，非常抱歉给您带来的不愉快~目前此款商品参与限时购的活动,限时限量,暂不支持价格保护哦~您购买的规格,目前并无差价存在~若您后续有任何问题,均可联系客服反馈处理~感谢您的支持，祝您工作顺利，生活愉快！', 'createTime': '2019-09-07 16:25:19'}",4,,3,1616018,深杏色,75B
192,颜****红,http://yanxuan.nosdn.127.net/cabb0c2894fc09082f83382be03be9bd,不好意思买了三件穿，这个B杯可以厚度再稍薄点就更完美了,1561387994284,[],,5,,5,1616018,深杏色,80B
193,m****1,,网易严选承包了家人的所有内衣、袜子和日用品，这次试着买了羊毛衫和T恤，同样也没有让我失望，款式中规中矩，材质亲肤柔软，喜欢！,1571561246419,[],,4,,5,1616018,深杏色,75C
194,m****3,,太太太好穿了，收副乳很好，就是有点厚，夏天穿太热,1561293904435,[],,3,,5,1616018,深杏色,80A
195,m****3,,太太太好穿了，收副乳很好，就是有点厚，夏天穿太热,1561293900530,[],,3,,5,1616018,黑色,80A
196,1****4,,第二次回购。很好穿，优衣库跟这个不是一个档次的。缺点就是颜色太少，希望改进。,1572660807466,[],,4,,5,1616018,黑色,75A
